,title,body,rating,product
383,Very good Product.,Very good Product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
384,Serves it's purpose,This product is compatible for all the company laptop and desktop. Works good and of light weight,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
385,Good basic mouse.. Scroll wheel average,It's a good mouse but the scroll wheel is not precise due to slipping instead of ticking over when rolling.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
386,Amazing ... totally worth it,Nice cheap mouse and it the official mouse from dell.has got perfect weight balance and very comfortable grip.made of plastic but has the perfect weight to hold and use it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
387,Good buy,"Simple, easy to use and sturdy. That's the best thing about this mouse. Just got another on Amazon for my daughter",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
388,Exellect product with high online pricing,Best in market but online price for all computer peripheral is too high than local market. I bought this for 315/- but i get it for 280/-  same original product from local market,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
389,Working,Working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
390,Good product,Simply the best.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
391,Good product,"Best, easily working with this .",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
392,A good mouse for CPU,I find it very useful and the item was delivered in 18 hours at a remote place of Bangalore. Thanks.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
393,Item is awesome,Item delivered in good condition with perfectly packed condition👌,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
394,Better mouse to buy.,Very sensitive mouse. Works fine. Ergonomic. Easy to hold.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
395,Excellent,Easy to hold and comfortable to use since for long hours your wrist does not pain. I love the scroller as well for a soft pad on it. With easy scrolling.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
396,Superb,Very good ordered it after my clg labs used this mouse. Very good clicks but not good for heavy gaming.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
397,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
398,top quality product,top quality mouse in a reasonable rate..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
399,Functionally good,Functionall & most convenient to hold & to work on,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
400,Great product by dell.,Great Product. Working perfectly fine. value for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
401,Best,"Easy to use, performance is good, best product in the market, Dell is best, I buy again & again, thanks for Amazon for the timely delivery such a good product.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
402,Awsome experience with Amazon,Excellent product.Worth for money.Amazon is trust worthyFast delivery,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
403,An excellent option,"Very good quality mouse, easy to use and very smooth.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
404,Love the mouse size,Fed up with small sized mouse? This one fits well in the hand and works well too.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
405,Good mouse,Mouse is good.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
406,Decent product,Decent producyt as expected from Dell. Suitable for daily use and light gaming. Not recommended for gamers.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
407,"very bad, uncomfertable hard to push button.",its very bad hard to use and button are hard to push.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
408,"Reliable, Good Quality, Plug and play mouse for work from home setup.","Iam very happy with the performance of this mouse, its designed well and simple to use. Does what it is supposed to do. Definitely a value for money.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
409,Handy and safest,This mouse is based on usb wire cable so there's no headache of battery life..,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
410,The mouse product,Very nice and amazing product it is very comfortable to hold and very comfortable to use. I am very thankful to have a awesome app called AMAZONThank you amazon,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
411,Economical,Value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
412,Acha hai,Acha hai,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
413,GOOD OPTICAL MOUSE FROM DELL,GOOD PRODUCT. WORTH THE MONEY.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
414,Little bit heavy weight on hand...,Heavy weight only problem.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
415,"Good Grip, Basic entry Level Mouse","Good for office work, Basic entry level mouse.The Grip is good. Quite economical also",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
416,good quality and value for money,good quality and value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
417,Good product value for money,Good wired mouse if you are tight on budget i recommend to go for wireless,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
418,Wire almost cut in half! Disappointed in Amazon.,"I had high hopes in Amazon, but im disappointed! They gave me a mouse whose wire was almost cut in half, common! You could have just given a good one, very disappointed.",1.0,Dell MS116 1000DPI USB Wired Optical Mouse
419,Good product,Pros:I prefer large size mouse as it is more comfortable working for long hours.Cons:Button click produces loud sound which I don't like.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
420,Fast delivery but product not durable,bought it a year ago after using it for 1 year the mouse has started showing up many clicking issues but a value for money product if you want to use it occasionally....,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
421,Click is good,"Easy to hold, you can use it for gaming, it's rough and tough. I felt it was a good buy.",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
422,Dell Mouse,Easy to hold and good for daily use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
423,Good product,Very handy mouse.esy to work with,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
424,Good pick,The basic mouse for desktop/laptop.Size is large. I have large hands so I needed size of the mouse to be decent. Not recommended for gaming,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
425,Any surface working,I like this mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
426,Budget Mouse,Very good for daily use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
427,Good quality,"Easy to hold , comfort on fingers , nice click feel",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
428,Return policy,I want to return this product but it's only showing for replacement. Help me out,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
429,"Nice, elegant and professional","Easy to hold, smooth particularly for office work not for professional gaming though..",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
430,"crisp left and right clicks, scroller is also smooth",works smoothly and does not need any drivers to be installed. just plug and use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
431,Very smooth in operation,Sensitive mouse- high quality.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
432,100% nice product.,Recommended.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
433,not worth,its not working properly within 1 year of purchase even though handled with due care.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
434,Bestest mouse ever ....🔥💯🤘,"For studio, gaming , for every purposes... This mouse is legendary...🔥💯",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
435,"product is robust, works well",found it good. No issues. Does the work of a mouse :D,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
436,Good Mouse,This weight less and easy to you good value of money using from 1year 6months  good working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
437,Mouse,Best one from Dell,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
438,So super product good performance,Good product & good performance value for money so good product sutiable for purposes,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
439,Well,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
440,Not so good after one month of usage,"Initially, the mouse was working great, however, after one month of use, the scroll bar has been malfunctioning. Rest all is working fine.",2.0,Dell MS116 1000DPI USB Wired Optical Mouse
441,Handy mouse,"Good handy mouse. Easy to handle, quick plug & play",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
442,Excellent,Excellent product. Works smoothly.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
443,very nice,i got it in 279,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
444,Value for money,Value for money,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
445,very good design and quality,this is the 5th piece i purchased for my friends. very much satisfied.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
446,Nice,It's grip is good!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
447,quality,"good grip,easily fits in one's hand,long cable,good built quality.the only problem is that the point where cable goes into the mouse,there is no rubber type part which prevents cable from cracking....but still this mouse is value for money...",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
448,Perfect,I have been using this work like 10hrs or more. It works fine no problem faced so far. I ve been using it for weeks now.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
449,light in weight and awesome mouse,"this mouse is amazing because it is nice in design and grip, if you are looking for mouse for around 300 then believe me you will not get a better option than this, just go for it ..also mazon delivered this product very nicely overall good experience",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
450,Does it's job!,This is basic mouse with good ergonomics and sensitivity!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
451,So far so good,Haven't used it for gaming so far.  So no idea about that,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
452,Excellent Packaging.,Slightly disappointed with click button Quality and it's original sound. Otherwise all are good.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
453,Waste of money,Not so good mouse got button damaged in 3 months. No official support from Dell or Amazon don't buy this product.,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
454,Value for money,"I've used it only for a couple of days, but I love it. Easy to use and simple and elegant design",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
455,Nice product,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
456,Best mouse in this price range,Best build quality and beautiful experience. High sensitivity and superb experience makes it the best mouse at this price range.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
457,good product,Works well and smooth to operate.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
458,Nice,Nice,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
459,Best,Best,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
460,"Don't buy it, this is not working properly",Only dislike 👎 due to not working properly and usb are getting intrupeted,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
461,Good mouse for all working stuffs,Good mouse to work with.I do all my video and photo editing without any issue.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
462,"Original product, but delivery speed can improve.","product delivered was original, but delivery could be faster booked on 24th was expecting delivery by 26th but received on 30th.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
463,compatible,it fits perfectly in the palm of my hand and the buttons are tactile. go for it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
464,It's good,Good and durable. Serves the purpose,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
